word,log2 Probability
waited,-14.022
watching,-14.022
wonderful,-14.022
worst,-14.022
Don,-14.105
Hawkins,-14.105
Morton,-14.105
Thank,-14.105
Weymouth,-14.105
acting,-14.105
active,-14.105
advantages,-14.105
affliction,-14.105
alike,-14.105
asking,-14.105
attentive,-14.105
belong,-14.105
calm,-14.105
carriages,-14.105
certainty,-14.105
chose,-14.105
colour,-14.105
conclusion,-14.105
condition,-14.105
continuing,-14.105
convenience,-14.105
conveyed,-14.105
dangerous,-14.105
dared,-14.105
decidedly,-14.105
declined,-14.105
dignity,-14.105
distinguished,-14.105
distressed,-14.105
doors,-14.105
doubted,-14.105
drive,-14.105
effects,-14.105
encouraged,-14.105
established,-14.105
existence,-14.105
exquisite,-14.105
failed,-14.105
fancying,-14.105
forgiven,-14.105
forming,-14.105
frightened,-14.105
gradually,-14.105
held,-14.105
independence,-14.105
learn,-14.105
length,-14.105
lovely,-14.105
luck,-14.105
madam,-14.105
nearer,-14.105
nonsense,-14.105
nurse,-14.105
objects,-14.105
peculiar,-14.105
pretend,-14.105
principle,-14.105
probable,-14.105
proposal,-14.105
proud,-14.105
refuse,-14.105
resemblance,-14.105
resentment,-14.105
risk,-14.105
satisfy,-14.105
sensations,-14.105
shame,-14.105
sincere,-14.105
somebody,-14.105
spot,-14.105
steady,-14.105
suited,-14.105
takes,-14.105
uneasiness,-14.105
unfortunately,-14.105
valuable,-14.105
watch,-14.105
wedding,-14.105
Even,-14.192
Harvilles,-14.192
absent,-14.192
accepted,-14.192
accommodation,-14.192
across,-14.192
advise,-14.192
arose,-14.192
assurances,-14.192
authority,-14.192
autumn,-14.192
awkward,-14.192
begged,-14.192
beloved,-14.192
born,-14.192
broken,-14.192
carry,-14.192
ceased,-14.192
concealment,-14.192
concluded,-14.192
desired,-14.192
divided,-14.192
earlier,-14.192
endeavour,-14.192
excited,-14.192
expense,-14.192
extreme,-14.192
fail,-14.192
families,-14.192
fate,-14.192
faults,-14.192
fifty,-14.192
foot,-14.192
forgive,-14.192
habits,-14.192
happiest,-14.192
